sentence,label
Nand Kishore Prasad[1968 (3) SCR 322 1968 Indlaw SC 223] and Ahmedabad Mfg.& Calico Ptg,Precedent
Co,Precedent
Ltd.v,Precedent
Ram Tahel Ramnand (AIR 1972 SC 1598 1972 Indlaw SC 378,Precedent
It was noted as follows,Precedent
"The non obstante clause in Rule 18,namely,""Notwithstanding anything contained in Rules 1,4 and 17 of this chapter"",makes it abundantly clear why that rule uses the words ""finally disposed of"".As seen above,under Rules 1 and 17,applications u/arts.226 and 227 are required to be heard and disposed of by a Division Bench",Precedent
"Rule 4,however,gives power to a Single Judge to issue rule nisi on an application u/art.226",Precedent
but precludes him from passing any final order on such application,Precedent
"It is because a Single Judge has no power under Rules 1,4 and 17 to hear and dispose of a petition u",Precedent
"art.226 or 227 that the non obstante clause has been introduced in Rule 18.The use of the words ""be heard and finally disposed of by a Single Judge"" in Rule 18 merely clarifies the position that in such cases the power of the Single Judge is not confined merely to issuing a rule nisi",Precedent
These words were not intended to bar a right of appeal,Precedent
"To say that the words ""finally disposed of"" mean finally disposed of so far as the High Court is concerned is illogical because Rules 1,4 and 7 use the words ""be heard and disposed of by a Divisional Bench"" and were the reasoning of the Full Bench correct,it would mean that so far as the High Court is concerned,when a Single Judge hears a matter and disposes it of,it is finally disposed of and when a Division Bench disposes it of,it is not finally disposed of",Precedent
The right of appeal against the judgment of a Single Judge is given by the Letters Patent which have been continued in force by Art.225 of the Constitution,Precedent
"If under the Rules of the High Court,a matter is heard and disposed of by a Single Judge,an appeal lies against his judgment unless it is barred either under the Letters Patent or some other enactment",Precedent
"The word ""finally"" used in Rule 18 of Chapter XVII of the Appellate Side Rules does not and cannot possibly have the effect of barring a right of appeal conferred by the Letters Patent",Precedent
"As we have seen above,an intra-court appeal against the judgment of a Single Judge in a petition u/art.226 is not barred while cl.15 itself bars an intra-court appeal against the judgment of a Single Judge in a petition u/art.227",Precedent
In Sushilabai Laxminarayan Mudliyar v,Precedent
Nihalchand Waghajibhai Shaha [1993 Supp.(1) SCC 11 1991 Indlaw SC 718,Precedent
this court with reference to an unreported judgment in Ratnagiri District Central Co-operative Bank Ltd.v,Precedent
"Dinkar Kashinath Watve 1989 Indlaw SC 421,C.A.No.520 of 1989 decided on 27.1.1989 held as follows: ""Even when in the cause title of an application both Art.226 and Art.227 of the Constitution have been mentioned,the learned single Judge is at liberty to decide,according to facts of each particular case,whether the said application ought to be dealt with only u/art.226 of the Constitution",Precedent
For determining the question of maintainability of an appeal against such a judgment of the Single Judge the Division bench has to find out whether in substance the judgment has been passed by the learned Single Judge in exercise of the jurisdiction u/art.226 of the Constitution,Precedent
"In the event in passing his judgment on an application which had mentioned in its cause title both Arts.226 and 227,the Single Judge has in fact invoked only his supervisory powers under Article 227,the appeal under cl.15 would not lie",Precedent
The cl.15 of the Letters Patent expressly bars appeals against orders of Single Judges passed under revisional or supervisory powers,Precedent
"Even when the learned Single Judge's order has been passed under both the articles,for deciding the maintainability against such an order what would be relevant is the principal or main relief granted by the judgment passed by learned Single Judge and not the ancillary directions given by him",Precedent
"The expression 'ancillary' means,in the context,incidental or consequential to the main part of the order",Precedent
"Thus,the determining factor is the real nature of principal order passed by the Single Judge which is appealed against and neither the mentioning in the cause title of the application of both the articles nor the granting of ancillary orders thereupon made by learned Single Judge would be relevant",Precedent
"Thus,in each case,the Division Bench may consider the substance of the judgment under appeal to ascertain whether the Single Judge has mainly or principally exercised in the matter his jurisdiction",Precedent
u/art.226 or u/art.227.In,Precedent
"the event in his judgment the learned Single Judge himself had mentioned the particular article of the Constitution under which he was passing his judgment,in an appeal under cl.15 against such a judgment it may not be necessary for the appellate bench to elaborately examine the question of its maintainability",Precedent
"When without mentioning the particular article the learned Single Judge decided on merits the application,in order to decide the question of maintainability of an appeal,against such a judgment,the Division Bench might examine the relief granted by the learned Single Judge,for maintainability of an appeal,the determination would be the main and not the ancillary relief",Precedent
"When a combined application u/arts.226 and 227 of the Constitution is summarily dismissed without reasons,the appeal Court may consider whether the facts alleged,warranted filing of the application u/art.226 or u/art.227 of the Constitution",Precedent
"Thereafter this Court explained the ratio laid down in the case of Umaji's case1986 Indlaw SC 651 (supra) and expressed thus: ""In Umaji case it was clearly held that where the facts justify a party in filing an application either u/art.226 or 227 of the Constitution of India and the party chooses to file his application under both these articles in fairness of justice to party and in order not to deprive him of valuable right of appeal the Court ought to treat the application as being made under Article 226,and if in deciding the matter,in the final order the Court gives ancillary directions which may pertain to Article 227,this ought not to be held to deprive a party of the right of appeal under cl.15 of the Letters Patent where the substantial part of the order sought to be appealed against is u/art.226.Rule 18 of the Bombay High Court Appellate Side Rules read with cl.15 of the Letters Patent provides for appeal to the Division Bench of the High Court from a judgment of the learned Single Judge passed on a writ petition u/art.226 of the Constitution",Precedent
In the present case the Division Bench was clearly wrong in holding that the appeal was not maintainable against the order of the learned Single Judge,Precedent
In Mangalbhai & Ors.v,Precedent
Radhyshyam (Dr,Precedent
"AIR 1993 SC 806 1992 Indlaw SC 509] it was inter alia observed as follows: ""The learned Single Judge in his impugned judgment dated December 11,1987 nowhere mentioned that he was exercising the powers u/art.227 of the Constitution",Precedent
The learned Single Judge examined the matter on merit and set aside the orders of the Rent Controller as well as the Resident Deputy Collector on the ground that the aforesaid judgments were perverse,Precedent
The findings of the Rent Controller and Resident Deputy Collector were set aside on the question of habitual defaulter as well as on the ground of bona fide need,Precedent
"Thus in the totality of the facts and circumstances of the case,the pleadings of the parties in the writ petition and the judgment of the learned Single Judge leaves no manner of doubt that it was an order passed u/art.226 of the Constitution and in that view of the matter the Letters Patent Appeal was maintainable before the High Court",Precedent
After taking the aforesaid view one course open was to set aside the order of the Division Bench and to remand the matter for being disposed of on merits by the Division Bench of the High Court,Precedent
"However,taking in view the fact that this litigation is going on for nearly a decade and also the fact that even the learned Single Judge in his impugned order dated December 11,1987 had remanded the case to the Rent Controller,we considered it proper in the interest of justice to hear the appeal on merits against the judgment of the learned Single Judge",Precedent
We have heard learned counsel for the parties at length on the merits of the case,Precedent
In Lokmat Newspapers (P,Precedent
Shankarprasad [1999 (6) SCC 275 1999 Indlaw SC 587,Precedent
"it was observed as follows: ""It is,therefore,obvious that the writ petition invoking jurisdiction of the High Court both u/arts.226 and 227 of the Constitution had tried to make out a case for the High Court's interference seeking issuance of an appropriate writ of certiorari u/art.226 of the Constitution of India",Precedent
Basic averments for invoking such a jurisdiction were already pleaded in the writ petition for the High Court's consideration,Precedent
"It is true,as submitted by learned counsel for the appellant,that the order of the learned Single Judge nowhere stated that the Court was considering the writ petition u/art.226 of the Constitution of India",Precedent
It is equally true that the learned Single Judge dismissed the writ petition by observing that the courts below had appreciated the contentions and rejected the complaint,Precedent
But the said observation of the learned Single Judge did not necessarily mean that the learned Judge was not inclined to interfere u/art.227 of the Constitution of India only,Precedent
"The said observation equally supports the conclusion that the learned Judge was not inclined to interfere u/arts.226 and 227.As seen earlier,he was considering the aforesaid writ petition moved u/art.226 as well as Art.227 of the Constitution of India",Precedent
"Under these circumstances,it is not possible to agree with the contention of learned counsel for the appellant that the learned Single Judge had refused to interfere only u/art.227 of the Constitution of India when he dismissed the writ petition of the respondent",Precedent
"In this connection,it is profitable to have a look at the decision of this Court in the case of Umaji Keshao Meshram v",Precedent
Radhikabai [1986 Supp.SCC 401 1986 Indlaw SC 651].In,Precedent
that case O.Chinnappa Reddy and D.P.Madon,Precedent
"JJ.,considered the very same question in the light of cl.15 of the Letters Patent of the Bombay High Court",Precedent
"Madon,J.,speaking for the Court  made the following pertinent observations: ""Petitions are at times filed both u/arts.226 and 227 of the Constitution",Precedent
The case of Hari Vishnu Kamath v,Precedent
Syed Ahmad Ishaque (AIR 1955 SC 233 1954 Indlaw SC 212) before this Court was of such a type,Precedent
"Rule 18 provides that where such petitions are filed against orders of the tribunals or authorities specified in Rule 18 of Chapter XVII of the Appellate Side Rules or against decrees or orders of courts specified in that rule,they shall be heard and finally disposed of by a Single Judge",Precedent
The question is whether an appeal would lie from the decision of the Single Judge in such a case,Precedent
"In our opinion,where the facts justify a party in filing an application either u/art.226 or 227 of the Constitution,and the party chooses to file his application under both these articles,in fairness and justice to such party and in order not to deprive him of the valuable right of appeal the court ought to treat the application as being made under Article 226,and if in deciding the matter,in the final order the court gives ancillary directions which may pertain to Article 227,this ought not to be held to deprive a party of the right of appeal under cl.15 of the Letters Patent where the substantial part of the order sought to ^*296be appealed against is u",Precedent
art.226.Such was the view taken by the Allahabad High Court in Aidal Singh v,Precedent
Karan Singh (AIR 1957 All 414 1956 Indlaw ALL 107) and by the Punjab High Court in Raj Kishan Jain v,Precedent
Tulsi Dass (AIR 1959 Punj 291 1958 Indlaw PNH 109) and Barham Dutt v,Precedent
Peoples' Coop,Precedent
Transport Society Ltd.(AIR 1961 Punj 24 1960 Indlaw PNH 196) and we are in agreement with it,Precedent
The aforesaid decision squarely gets attracted on the facts of the present case,Ratio of the decision
It was open to the respondent to invoke the jurisdiction of the High Court both u/arts.226 and 227 of the Constitution of India,Ratio of the decision
"Once such a jurisdiction was invoked and when his writ petition was dismissed on merits,it cannot be said that the learned Single Judge had exercised his jurisdiction only u/art.226  of the Constitution of India",Ratio of the decision
"This conclusion directly flows from the relevant averments made in the writ petition and the nature of jurisdiction invoked by the respondent as noted by the learned Single Judge in his judgment,as seen earlier",Ratio of the decision
"Consequently,it could not be said that cl.15 of the Letters Patent was not attracted for preferring appeal against the judgment of the learned Single Judge",Ratio of the decision
It is also necessary to note that the appellant being the respondent in letters patent appeal joined issues on merits and did not take up the contention that the letters patent appeal was not maintainable,Ratio of the decision
"For all these reasons,therefore,the primary objection to the maintainability of the letters patent appeal as canvassed by learned counsel for the appellant,has to be repelled",Ratio of the decision
"Point 1 is,therefore,answered in the affirmative against the appellant and in favour of the respondent",Ratio of the decision
It takes us to the consideration of points arising for our decision on merits,Ratio of the decision
In Surya Dev Rai v,Precedent
"Ram Chander Rai & Ors.[AIR 2003 SC 3044 2003 Indlaw SC 598] after referring to decisions in Custodian of Evacuee Property,Bangalore v",Precedent
"Khan Saheb Abdul Shukoor,etc.[1961 (3) SCR 855 1961 Indlaw SC 499] and Nagendra Nath Bora",Precedent
Anr.v,Precedent
Commissioner of Hills Division,Precedent
"AIR 1958 SC 398 1958 Indlaw SC 62],T.C.Basappa v",Precedent
T.Nagappa [AIR 1954 SC 440 1954 Indlaw SC 39] and Rupa Ashok Hurra v,Precedent
"Ashok Hurra [AIR 2002 SC 1771 2002 Indlaw SC 1966],this Court held as follows: ""From the aforesaid enunciation of law it is quite vivid and luminescent that the pleadings in the writ petition,nature of the order passed by the learned Single Judge,character and the contour of the order,directions issued,nomenclature given the jurisdictional prospective in the Constitutional context are to be perceived",Precedent
"It cannot be said in a hypertechnical manner that an order passed in a writ petition,if there is assail to the order emerging from the inferior tribunal or subordinate Court has to be treated all the time for all purposes to be u/art.227 of the Constitution of India",Precedent
Phraseology used in exercise of original jurisdiction u/art.226 of the Constitution in S.2 of the Act cannot be given a restricted and constricted meaning because an order passed in a writ petition can tantamount to an order u/art.226 or 227 of the Constitution of India and it would depend upon the real nature of the order passed by the learned Single Judge,Precedent
To elaborate; whether the learned Single Judge has exercised his jurisdiction u/art.226 or u/art.227 or both would depend upon various aspects and many a facet as has been emphasized in the afore quoted decisions of the apex Court,Precedent
"The pleadings,as has been indicated hereinabove,also assume immense significance",Precedent
As has been held in the case of Surya Devi Rai (supra) a writ of certiorari can be issued u/art.226 of the Constitution against an order of a Tribunal or an order passed by the sub ordinate court,Precedent
"In quintessentiality,it cannot be put in a state jacket formula that any order of the learned judge that deals with an order arising from an inferior tribunal or the sub ordinate court is an order u/art.227 of the Constitution of India and not an order u/art.226 of the Constitution",Precedent
"It would not be an over emphasis to state that an order in a writ petition can fit into the subtle contour of Arts.226 and 227 of the Constitution in a composite manner and they can coincide,co-exit,overlap imbricate",Precedent
In this context it is apt to note that there may be cases where the learned single judge may feel disposed or inclined to issue a writ to do full and complete justice because it is to be borne in mind that Art.226 of the Constitutions is fundamentally a repository and reservoir of justice based on equity and good conscience,Precedent
It will depend upon factual matrix of the case,Precedent
"Thus,there is no manner of doubt that the orders and proceedings of a judicial court subordinate to the High Court are amenable to writ jurisdiction of the High Court u/art.226 of the Constitution",Precedent
"Upon a review of decided cases and a survey of the occasions,wherein the High Courts have exercised jurisdiction to command a writ of certiorari or to exercise supervisory jurisdiction u/art.227 in the given facts and circumstances in a variety of cases,it seems that the distinction between the two jurisdictions stands almost obliterated in practice",Precedent
"Probably,this is the reason why it has become customary with the lawyers labelling their petitions as one common u/arts.226 and 227 of the Constitution,though such practice has been deprecated in some judicial pronouncement",Precedent
"Without entering into niceties and technicality of the subject,we venture to state the broad general difference between the two jurisdictions",Precedent
"Firstly,the writ of certiorari is an exercise of its original jurisdiction by the High Court; exercise of supervisory jurisdiction is not an original jurisdiction and in this sense it is akin to appellate,revisional or corrective jurisdiction",Precedent
"Secondly,in a writ of certiorari,the record of the proceedings having been certified and sent up by the inferior court or tribunal to the High Court,the High Court if inclined to exercise its jurisdiction,may simply annul or quash the proceedings and then do no more",Precedent
"In exercise of supervisory jurisdiction,the High Court may not only quash or set aside the impugned proceedings,judgment or order but it may also make such directions as the facts and circumstances of the case may warrant,maybe,by way of guiding the inferior court or tribunal as to the manner in which it would now proceed further or afresh as commended to or guided by the High Court",Precedent
"In appropriate cases the High Court,while exercising supervisory jurisdiction,may substitute such a decision of its own in place of the impugned decision,as the inferior court or tribunal should have made",Precedent
"Lastly,the jurisdiction u/art.226 of the Constitution is capable of being exercised on a prayer made by or on behalf of the party aggrieved; the supervisory jurisdiction is capable of being exercised suo motu as well",Precedent
"In view of what has been stated above,the High Court was not justified in holding that the Letters Patent Appeal was not maintainable",Ratio of the decision
"In addition,a bare reading of this Court's earlier order shows that the impugned order is clearly erroneous",Ratio of the decision
The impugned order is set aside,Ruling by Present Court
The writ appeal shall be heard by the Division Bench on merits,Ruling by Present Court
The appeal is allowed,Ruling by Present Court
"Challenge in this appeal is to the order of a Division Bench of Madras High Court allowing the appeal filed by the respondent (hereinafter referred to as the 'accused').The accused was convicted for offence punishable under Section 302 of the Indian Penal Code,1860 (in short the 'IPC') and sentenced to undergo imprisonment for life and to pay a fine of Rs.10,000/-with default stipulation by Principal District Judge,Madurai",Facts
He was also convicted for offences punishable under Section 392 read with Section 397 IPC and sentence to undergo rigorous imprisonment for 10 years and to pay a fine,Facts
Background facts in a nutshell are as follows,Facts
"The deceased is one Mayurani,a Sri Lankan student,who was residing in the first floor of the house belonging to one Solsimalai (P.W.1).The Accused is also a Sri Lankan student studying in a different college,but staying in the second floor of the same premises",Facts
The occurrence allegedly took place in the afternoon of 22.4.2003,Facts
"The First Information Report was lodged by P.W.1 on 24-4-2003 at about 9.30 A.M.It was indicated in the First Information Report that on 24.4.2003 at 9.00 A.M.,while the informant had gone to perform pooja in the first floor of the house,he got foul smell in the last room of the first floor and found blood seeping through the front door",Facts
On opening the window he noticed that Mayurani was lying in a pool of blood with her face covered with a bag,Facts
"On the basis of the aforesaid F.I.R.,investigation was taken up initially by P.W.40",Facts
"Subsequently on the basis of the order of the High Court,such investigation was completed by P.W.42.The accused is stated to have been arrested on suspicion on 26.4.2003.On the basis of the statement of the accused,prosecution discovered many materials including a knife and a log allegedly used for killing",Facts
"Initially,P.W.40 suspected the role of P.W.1,his wife P.W.2,P.W.3,from whose house certain incriminating material were recovered allegedly on the basis of statement of the accused as well as P.W.4,who was working as a cleaner in the vehicle of P.W.1.Subsequently,however,P.W.42,who took over investigation from P.W.40 filed charge-sheet only against the present appellant on the footing that P.Ws.1 to 4 had no role to play in the crime",Facts
"The prosecution relied upon only circumstantial evidence,namely,confessional statements of the accused leading to recovery of various incriminating materials",Facts
"Ex.P-6 is the statement leading to recovery of Travel bags (M.Os.2 & 3),knife (.M.0.5),wooden log (M.0.28),rubber gloves (M.0.29 series) cotton rope with human hair (MN.O.30 series),two sponges soaked with blood (M.0.31 series),bloodstained blue clolour jean pant (M.0.32),bloodstained white banian (M.0.33),colour banian (M.0.34),bloodstained grey colour pant (M.0.35),bloodstained pillow (M.0.36),plastic bucket (M.0.37) from the house of P.W.3.Ex-P-8 is the statement leading to recovery of computer and its accessories (M.Os.6 to 17) from the house of P.W.15,a classmate of the accused",Facts
"Ex.P-10 is the statement relating to jewelleries,ultimately leading to recovery of gold ingots (M.O.18 series) from the house of P.W.19 on the basis of other connecting statements of P.W.17 and P.W.18.These three statements,Exs",Facts
"P-6,P-8 and P-10 dated 26-4-2003,were made before P.W.40 in the presence of P.W.22 and C.W.1.The other confessional statement Ex.P-12 dated 22-9-2003 made before P.W.42 and Subbiah and P.W.24,led to recovery of ""M"" dollar (M.0.38) and key chain with key chain in (M.0.39) from the toilet in the room of the accused",Facts
"The prosecution has also relied upon the alleged motive to the effect that the accused urgently wanted money with a view to increase his marks in Mathematics and,therefore,the accused had stolen articles belonging to the deceased",Facts
The trial court found the respondent guilty and recorded conviction and imposed sentence as aforestated,Facts
The trial court found that the prosecution version rested on circumstantial evidence,Facts
The following circumstances were highlighted to find the accused guilty,Facts
a,Facts
The death is homicidal; (b,Facts
The accused was in need of money to chase mathematics paper and for the aforesaid purpose he has killed the deceased to take away the valuable articles like computer and gold ornaments to sell such articles in the market,Facts
c,Facts
"At the time of occurrence,only the accused,deceased and PW 9 were available in the premises and there was no other person",Facts
"d) Statement of the accused leading to recovery of incriminating materials such as knife,rope,clothes,wooden log and other valuable articles such as computer,gold ornaments,""M",Facts
Dollar and the key chain with key belonging to the deceased,Facts
"The High Court found that the circumstances highlighted were not sufficient to fasten the guilt on the accused,and directed acquittal",Facts
Learned counsel for the appellant submitted that the High Court failed to notice that the circumstances highlighted clearly establish the chain of circumstances which established the prosecution version and the High Court was not justified in directing acquittal,Facts
Learned counsel for the respondent on the other hand supported the judgment of the High Court,Facts
The conviction based on circumstantial evidence has been highlighted by this Court in various orders of this Court,Facts
"It has been consistently laid down by this Court that where a case rests squarely on circumstantial evidence,the inference of guilt can be justified only when all the incriminating facts and circumstances are found to be incompatible with the innocence of the accused or the guilt of any other person.(See Hukam Singh v",Ratio of the decision
State of Rajasthan AIR (1977 SC 1063 1977 Indlaw SC 433); Eradu and Ors.v,Ratio of the decision
State of Hyderabad (AIR 1956 SC 316 1955 Indlaw SC 108); Earabhadrappa v,Ratio of the decision
State of Karnataka (AIR 1983 SC 446 1983 Indlaw SC 161); State of U.P.v,Ratio of the decision
Sukhbasi and Ors.(AIR 1985 SC 1224 1985 Indlaw SC 71); Balwinder Singh v,Ratio of the decision
State of Punjab (AIR 1987 SC 350 1986 Indlaw SC 35); Ashok Kumar Chatterjee v,Ratio of the decision
State of M.P.(AIR 1989 SC 1890 1989 Indlaw SC 443).The circumstances from which an inference as to the guilt of the accused is drawn have to be proved beyond reasonable doubt and have to be shown to be closely connected with the principal fact sought to be inferred from those circumstances,Ratio of the decision
In Bhagat Ram v,Precedent
"State of Punjab (AIR 1954 SC 621 1954 Indlaw SC 188),it was laid down that where the case depends upon the conclusion drawn from circumstances the cumulative effect of the circumstances must be such as to negative the innocence of the accused and bring the offences home beyond any reasonable doubt",Precedent
We may also make a reference to a decision of this Court in C.Chenga Reddy and Ors.v,Precedent
State of A.P.(1996) 10 SCC,Precedent
"193 1996 Indlaw SC 3059,wherein",Precedent
it has been observed thus,Precedent
"In a case based on circumstantial evidence,the settled law is that the circumstances from which the conclusion of guilt is drawn should be fully proved and such circumstances must be conclusive in nature",Precedent
"Moreover,all the circumstances should be complete and there should be no gap left in the chain of evidence",Precedent
Further the proved circumstances must be consistent only with the hypothesis of the guilt of the accused and totally inconsistent with his innocence,Precedent
In Padala Veera Reddy v,Precedent
State of A.P.and Ors.(AIR 1990,Precedent
"SC 79 1989 Indlaw SC 31),it was laid down that when a case rests upon circumstantial evidence,such evidence must satisfy the following tests: ""(1) the circumstances from which an inference of guilt is sought to be drawn,must be cogently and firmly established; (2) those circumstances should be of a definite tendency unerringly pointing towards guilt of the accused; (3) the circumstances,taken cumulatively should form a chain so complete that there is no escape from the conclusion that within all human probability the crime was committed by the accused and none else; and (4) the circumstantial evidence in order to sustain conviction must be complete and incapable of explanation of any other hypothesis than that of the guilt of the accused and such evidence should not only be consistent with the guilt of the accused but should be inconsistent with his innocence",Precedent
In State of U.P.v,Precedent
"Ashok Kumar Srivastava,(1992 Crl",Precedent
LJ 1104,Precedent
"1992 Indlaw SC 107),it was pointed out that great care must be taken in evaluating circumstantial evidence and if the evidence relied on is reasonably capable of two inferences,the one in favour of the accused must be accepted",Precedent
It was also pointed out that the circumstances relied upon must be found to have been fully established and the cumulative effect of all the facts so established must be consistent only with the hypothesis of guilt,Precedent
"Sir Alfred Wills in his admirable book ""Wills' Circumstantial Evidence"" (Chapter VI) lays down the following rules specially to be observed in the case of circumstantial evidence: (1) the facts alleged as the basis of any legal inference must be clearly proved and beyond reasonable doubt connected with the factum probandum; (2) the burden of proof is always on the party who asserts the existence of any fact,which infers legal accountability; (3) in all cases,whether of direct or circumstantial evidence the best evidence must be adduced which the nature of the case admits; (4) in order to justify the inference of guilt,the inculpatory facts must be incompatible with the innocence of the accused and incapable of explanation,upon any other reasonable hypothesis than that of his guilt, (5) if there be any reasonable doubt of the guilt of the accused,he is entitled as of right to be acquitted",Ratio of the decision
There is no doubt that conviction can be based solely on circumstantial evidence but it should be tested by the touch-stone of law relating to circumstantial evidence laid down by the this Court as far back as in 1952,Ratio of the decision
In Hanumant Govind Nargundkar and Anr,Precedent
V.State of Madhya,Precedent
"Pradesh,(AIR 1952 SC 343 1952 Indlaw SC 89),wherein it was observed thus: ""It is well to remember that in cases where the evidence is of a circumstantial nature,the circumstances from which the conclusion of guilt is to be drawn should be in the first instance be fully established and all the facts so established should be consistent only with the hypothesis of the guilt of the accused",Precedent
"Again,the circumstances should be of a conclusive nature and tendency and they should be such as to exclude every hypothesis but the one proposed to be proved",Precedent
"In other words,there must be a chain of evidence so far complete as not to leave any reasonable ground for a conclusion consistent with the innocence of the accused and it must be such as to show that within all human probability the act must have been done by the accused",Precedent
A reference may be made to a later decision in Sharad Birdhichand Sarda v,Precedent
"State of Maharashtra,(AIR 1984 SC 1622 1984 Indlaw SC 432).Therein,while dealing with circumstantial evidence,it has been held that onus was on the prosecution to prove that the chain is complete and the infirmity of lacuna in prosecution cannot be cured by false defence or plea",Precedent
"The conditions precedent in the words of this Court,before conviction could be based on circumstantial evidence,must be fully established",Precedent
They are: (1) the circumstances from which the conclusion of guilt is to be drawn should be fully established,Precedent
"The circumstances concerned must or should and not may be established; (2) the facts so established should be consistent only with the hypothesis of the guilt of the accused,that is to say,they should not be explainable on any other hypothesis except that the accused is guilty; (3) the circumstances should be of a conclusive nature and tendency; (4) they should exclude every possible hypothesis except the one to be proved; and (5) there must be a chain of evidence so compete as not to leave any reasonable ground for the conclusion consistent with the innocence of the accused and must show that in all human probability the act must have been done by the accused",Precedent
These aspects were highlighted in State of Rajasthan v,Ratio of the decision
"Rajaram (2003(8) SCC 180 2003 Indlaw SC 630),State of Haryana v",Ratio of the decision
Jagbir Singh & Anr.(2003(11) SCC 261 2003 Indlaw SC 807,Ratio of the decision
"The main circumstances relied upon by the prosecution relates to the statements of the accused leading to discovery of materials facts,admissible under Section 27 of the Indian Evidence Act,1872 (in short the 'Evidence Act",Ratio of the decision
"Law is well settled that the prosecution while relying upon the confessional statement leading to discovery of articles under Section 27 of the Evidence Act,has to prove through cogent evidence that the statement has been made voluntarily and leads to discovery of the relevant facts",Ratio of the decision
The scope and ambit of Section 27 of the Evidence Act had been stated and restated in several decisions of this Court,Ratio of the decision
"However,in almost all such decisions reference is made to the observation of the Privy Council in Pulukuri Kotayya v",Precedent
"Emperor (AIR 1947 PC 67 1946 Indlaw PC 23).It is worthwhile to extract such quoted observation: ""It is fallacious to treat the 'fact discovered' within the section as equivalent to the object produced; the fact discovered embraces the place from which the object is produced and the knowledge of the accused as to this and the information given must relate distinctly to this fact",Precedent
"Information as to past user or the past history,of the object produced is not related to his discovery in the setting in which it is discovered",Precedent
Information supplied by a person in custody that 'I will produce a knife concealed in the roof of my house' does not lead to the discovery of the knife; knives were discovered many years ago,Precedent
"It leads to the discovery of the fact that a knife is concealed in the house of the informant to his knowledge,and if the knife is proved to have been used in the commission of the offence,the fact discovered is very relevant",Precedent
"But if to the statement the words be added 'with which stabbed A',these words are inadmissible since they do not related to the discovery of the knife in the house of the informant",Precedent
"At one time it was held that the expression ""fact discovered"" in the section is restricted to a physical or material fact which can be perceived by the senses,and that it does not include a mental fact,now it is fairly settled that the expression ""fact discovered"" includes not only the physical object produced,but also the place from which it is produced and the knowledge of the accused as to this,as noted in Pulukuri Kottaya's case 1946 Indlaw PC 23 (supra",Ratio of the decision
The various requirements of the section can be summed up as follows,Ratio of the decision
The fact of which evidence is sought to be given must be relevant to the issue,Ratio of the decision
It must be borne in mind that the provision has nothing to do with the question of relevancy,Ratio of the decision
The relevancy of the fact discovered must be established according to the prescriptions relating to relevancy of other evidence connecting it with the crime in order to make the fact discovered admissible,Ratio of the decision
The fact must have been discovered,Ratio of the decision
The discovery must have been in consequence of some information received from the accused and not by the accused's own act,Ratio of the decision
The person giving the information must be accused of any offence,Ratio of the decision
He must be in the custody of a police officer,Ratio of the decision
The discovery of a fact in consequence of information received from an accused in custody must be deposed to,Ratio of the decision
7) Thereupon only that portion of the information which relates distinctly or strictly to the fact discovered can be proved,Ratio of the decision
The rest is inadmissible,Ratio of the decision
As observed in Pulukuri Kottaya's case 1946 Indlaw PC 23 (supra) it can seldom happen that information leading to the discovery of a fact forms the foundation of the prosecution case,Ratio of the decision
It is one link in the chain of proof and the other links must be forged in a manner allowed by law,Ratio of the decision
To similar effect was the view expressed in K.Chinnaswamy Reddy v,Ratio of the decision
State of A.P.(AIR 1962 SC 1788 1962 Indlaw SC 192,Ratio of the decision
The above position was highlighted in Anter Singh v,Ratio of the decision
State of Rajasthan (AIR 2004 SC 2665 2004 Indlaw SC 79,Ratio of the decision
In Rammi alias Rameshwar v,Precedent
"State of Madhya Pradesh (AIR 1999 SC 3544 1999 Indlaw SC 1512) the scope and ambit of Section 27 of the Evidence Act was analysed in great detail and it was concluded in para 12 as follows: "" True,such information is admissible in evidence under Section 27 of the Evidence Act,but admissibility alone would not render the evidence,pertaining to the above information,reliable",Precedent
While testing the reliability of such evidence the court has to see whether it was voluntarily stated by the accused,Precedent
"Significantly,the prosecution has relied upon the evidence of PW 40 who was investigating initially",Facts
His evidence has to be considered in the background of what has been stated by PW 22 and CW 1.It has been accepted by the prosecution that great efforts were made by PW 40 to falsely implicate to PWs 1 to 4 and for that purpose a departmental proceeding was initiated,Facts
"Even according to the statement of the subsequent investigating officer (PW 42),several blank papers with the signature of PW 22 and CW 1 had been by PW 40 and such documents had been used to create false records to implicate PWs 1 to 4.It is to be noted that PW 2 himself was one of the suspected person at the initial stage of investigation",Facts
"That apart,materials on record such as the statement of P.W.22 recorded under Section 164 of the Code of Criminal Procedure,1973",Ratio of the decision
"in short 'the Code') and the statement of C.W.1,raise a reasonable doubt relating to voluntariness of the alleged confession",Ratio of the decision
"P.W.22,who is a close relation of the deceased (cousin) has stated that two days after the occurrence after the information that Bala Prasanna was roaming near LIC Colony,Anna Nagar Police brought him to the Police Station and Bala Prasanna was arrested at 5.00 P.M.and was taken to the police station and a witness was present there",Ratio of the decision
"It is further stated that at the time of enquiry,the accused was beaten up by the police and they have seized a gold ring and Rs.5000/-cash from him",Ratio of the decision
"If this is the statement of P.W.22 recorded under Section 164 of the Code a witness in whose presence the confessional statement leading to discovery of articles from the house of Hajeeali,P.W.3 had been made,it raises serious doubt regarding the voluntariness of the statement",Ratio of the decision
